0	1	38	7.6935301658	2
0	1	39	7.778053060099999	0
0	1	40	-1.1985054379	2
0	1	41	2.5956844375	2
0	1	42	-5.1399712212	3
0	1	43	4.1759364346	0
0	1	44	1.9351271188	4
0	1	45	-5.0898528562	2
0	1	46	1.4986504517	3
0	1	47	9.4632808694	1
0	1	48	-3.7013547459	2
0	1	49	10.1734339084	0
0	1	50	2.1570044282	3
0	1	51	1.6326315853	1
0	1	52	-8.9792139458	1
0	1	53	6.8992599953	0
0	1	54	-1.7930738645	4
0	1	55	-5.9963702964999985	0
0	1	56	7.890256814400001	1
0	1	57	-5.0426523057	1
0	1	58	-6.611947916599998	0
0	1	59	3.6988348484	0
0	1	60	3.9321484531	2
0	1	61	-10.068847613700001	3
0	1	62	17.637032868	4
0	1	63	5.6864884514	0
0	1	64	-2.6775877856	3
0	1	65	-2.1732219296	0
0	1	66	-36.4592295758	0
0	1	67	-0.08642457939999999	3
0	1	68	5.0771773842000005	2
0	1	69	0.1081077187	2
0	1	70	-14.523108627300001	0
0	1	71	17.4857954498	1
0	1	72	-1.5839637825	0
0	1	74	6.5772638315	3
0	1	73	12.1947974084	2
0	1	75	1.0961027615	3
0	1	76	-8.6753170435	4
0	2	38	13.0526874408	4
0	2	39	11.2772729471	1
0	2	40	2.7051275464	4
0	2	41	7.4940610975	0
0	2	42	23.9861795387	4
0	2	43	9.3986845957	2
0	2	44	9.8201244067	0
0	2	45	2.9248207557	1
0	2	46	10.057526086900001	3
0	2	47	13.9612713843	2
0	2	48	6.0653890015	4
0	2	49	-2.7122052410000004	4
0	2	50	-2.0611613488	2
0	2	51	9.970389406599999	3
0	2	52	-4.0015073281	4
0	2	53	23.381134197199998	1
0	2	54	-32.9906191851	2
0	2	55	10.773397668	2
0	2	56	4.3178885654000005	1
0	2	57	-7.1158991851	1
0	2	58	13.5826976918	1
0	2	59	2.5787085802000003	4
0	2	60	33.5929258791	3
0	2	61	-3.1936519467	1
0	2	62	12.2336919622	2
0	2	63	25.072624767199997	0
0	2	64	19.3332015124	2
0	2	65	16.722015115999998	3
0	2	66	2.2887188875	2
0	2	67	33.3532583969	4
0	2	68	18.744963944400002	4
0	2	69	8.0516725326	0
0	2	70	2.5778554159	0
0	2	71	10.0383629005	2
0	2	72	11.459350528699998	2
0	2	74	6.222113978099999	4
0	2	73	70.1581688167	3
0	2	75	-0.9983275325	3
0	2	76	0.423932097	3
0	3	38	13.6791116022	4
0	3	39	3.9332239081	2
0	3	40	3.2905479611	2
0	3	41	8.8428112257	0
0	3	42	4.4325063513	0
0	3	43	15.6281477403	3
0	3	44	13.035578754300001	3
0	3	45	9.660318047	2
0	3	46	2.4774290291	2
0	3	47	2.7457843603	4
0	3	48	2.3230897887	3
0	3	49	11.895802721099999	4
0	3	50	16.462849087000002	4
0	3	51	55.291299337	1
0	3	52	0.0497243445	0
0	3	53	18.9742923554	4
0	3	54	-8.3211162122	2
0	3	55	17.6381552118	1
0	3	56	7.697273484099998	1
0	3	57	4.9902197108	4
0	3	58	20.1004137353	4
0	3	59	16.721797226099998	0
0	3	60	16.3880555937	0
0	3	61	17.5470785652	0
